abbreviation ,stname,Ctyname,cases2023
IA,Iowa,Montgomery County,0
IA,Iowa,Muscatine County,2
IA,Iowa,O'Brien County,0
IA,Iowa,Osceola County,0
IA,Iowa,Page County,0
IA,Iowa,Palo Alto County,0
IA,Iowa,Plymouth County,0
IA,Iowa,Pocahontas County,0
IA,Iowa,Polk County,12
IA,Iowa,Pottawattamie County,0
IA,Iowa,Poweshiek County,1
IA,Iowa,Ringgold County,0
IA,Iowa,Sac County,0
IA,Iowa,Scott County,11
IA,Iowa,Shelby County,0
IA,Iowa,Sioux County,0
IA,Iowa,Story County,5
IA,Iowa,Tama County,3
IA,Iowa,Taylor County,0
IA,Iowa,Union County,0
IA,Iowa,Van Buren County,1
IA,Iowa,Wapello County,1
IA,Iowa,Warren County,2
IA,Iowa,Washington County,3
IA,Iowa,Wayne County,0
IA,Iowa,Webster County,3
IA,Iowa,Winnebago County,1
IA,Iowa,Winneshiek County,1
IA,Iowa,Woodbury County,1
IA,Iowa,Worth County,0
IA,Iowa,Wright County,0
KS,Kansas,Allen County,0
KS,Kansas,Anderson County,0
KS,Kansas,Atchison County,0
KS,Kansas,Barber County,0
KS,Kansas,Barton County,0
KS,Kansas,Bourbon County,0
KS,Kansas,Brown County,0
KS,Kansas,Butler County,0
KS,Kansas,Chase County,0
KS,Kansas,Chautauqua County,0
KS,Kansas,Cherokee County,0
KS,Kansas,Cheyenne County,0
KS,Kansas,Clark County,0
KS,Kansas,Clay County,0
KS,Kansas,Cloud County,0
KS,Kansas,Coffey County,0
KS,Kansas,Comanche County,0
KS,Kansas,Cowley County,0
KS,Kansas,Crawford County,1
KS,Kansas,Decatur County,0
KS,Kansas,Dickinson County,0
KS,Kansas,Doniphan County,0
KS,Kansas,Douglas County,1
KS,Kansas,Edwards County,0
KS,Kansas,Elk County,0
KS,Kansas,Ellis County,0
KS,Kansas,Ellsworth County,0
KS,Kansas,Finney County,0
KS,Kansas,Ford County,1
KS,Kansas,Franklin County,0
KS,Kansas,Geary County,0
KS,Kansas,Gove County,0
KS,Kansas,Graham County,0
KS,Kansas,Grant County,0
KS,Kansas,Gray County,0
KS,Kansas,Greeley County,0
KS,Kansas,Greenwood County,0
KS,Kansas,Hamilton County,0
KS,Kansas,Harper County,0
KS,Kansas,Harvey County,0
KS,Kansas,Haskell County,0
KS,Kansas,Hodgeman County,0
KS,Kansas,Jackson County,0
KS,Kansas,Jefferson County,0
KS,Kansas,Jewell County,0
KS,Kansas,Johnson County,2
KS,Kansas,Kearny County,1
KS,Kansas,Kingman County,0
KS,Kansas,Kiowa County,0
KS,Kansas,Labette County,0
KS,Kansas,Lane County,0
KS,Kansas,Leavenworth County,1
KS,Kansas,Lincoln County,0
KS,Kansas,Linn County,0
KS,Kansas,Logan County,0
KS,Kansas,Lyon County,0
KS,Kansas,McPherson County,0
KS,Kansas,Marion County,0
KS,Kansas,Marshall County,0
KS,Kansas,Meade County,0
KS,Kansas,Miami County,0
KS,Kansas,Mitchell County,0
KS,Kansas,Montgomery County,0
KS,Kansas,Morris County,0
KS,Kansas,Morton County,0
KS,Kansas,Nemaha County,0
KS,Kansas,Neosho County,0
KS,Kansas,Ness County,0
KS,Kansas,Norton County,0
KS,Kansas,Osage County,0
KS,Kansas,Osborne County,0
KS,Kansas,Ottawa County,0
KS,Kansas,Pawnee County,0
KS,Kansas,Phillips County,0
KS,Kansas,Pottawatomie County,0
KS,Kansas,Pratt County,0
KS,Kansas,Rawlins County,0
KS,Kansas,Reno County,1
KS,Kansas,Republic County,0
KS,Kansas,Rice County,1
KS,Kansas,Riley County,0
KS,Kansas,Rooks County,0
KS,Kansas,Rush County,0
KS,Kansas,Russell County,0
KS,Kansas,Saline County,2
KS,Kansas,Scott County,0
KS,Kansas,Sedgwick County,0
KS,Kansas,Seward County,0
KS,Kansas,Shawnee County,1
KS,Kansas,Sheridan County,0
KS,Kansas,Sherman County,0
KS,Kansas,Smith County,0
KS,Kansas,Stafford County,0
KS,Kansas,Stanton County,0
KS,Kansas,Stevens County,0
KS,Kansas,Sumner County,0
KS,Kansas,Thomas County,0
KS,Kansas,Trego County,0
KS,Kansas,Wabaunsee County,0
KS,Kansas,Wallace County,0
KS,Kansas,Washington County,0
KS,Kansas,Wichita County,0
KS,Kansas,Wilson County,0
KS,Kansas,Woodson County,0
KS,Kansas,Wyandotte County,0
KY,Kentucky,Adair County,0
KY,Kentucky,Allen County,0
KY,Kentucky,Anderson County,0
KY,Kentucky,Ballard County,0
KY,Kentucky,Barren County,0
KY,Kentucky,Bath County,0
KY,Kentucky,Bell County,0
KY,Kentucky,Boone County,7
KY,Kentucky,Bourbon County,0
KY,Kentucky,Boyd County,2
KY,Kentucky,Boyle County,0
KY,Kentucky,Bracken County,2
KY,Kentucky,Breathitt County,0
KY,Kentucky,Breckinridge County,1
KY,Kentucky,Bullitt County,1
KY,Kentucky,Butler County,0
KY,Kentucky,Caldwell County,0
KY,Kentucky,Calloway County,0
KY,Kentucky,Campbell County,3
KY,Kentucky,Carlisle County,0
KY,Kentucky,Carroll County,2
KY,Kentucky,Carter County,2
KY,Kentucky,Casey County,1
KY,Kentucky,Christian County,0
KY,Kentucky,Clark County,1
KY,Kentucky,Clay County,1
KY,Kentucky,Clinton County,0
KY,Kentucky,Crittenden County,0
KY,Kentucky,Cumberland County,1
KY,Kentucky,Daviess County,0
KY,Kentucky,Edmonson County,0
KY,Kentucky,Elliott County,0
KY,Kentucky,Estill County,0
KY,Kentucky,Fayette County,5
KY,Kentucky,Fleming County,0
KY,Kentucky,Floyd County,2
KY,Kentucky,Franklin County,4
KY,Kentucky,Fulton County,0
KY,Kentucky,Gallatin County,2
KY,Kentucky,Garrard County,0
KY,Kentucky,Grant County,1
KY,Kentucky,Graves County,0
KY,Kentucky,Grayson County,1
KY,Kentucky,Green County,0
KY,Kentucky,Greenup County,2
KY,Kentucky,Hancock County,0
KY,Kentucky,Hardin County,1
KY,Kentucky,Harlan County,0
KY,Kentucky,Harrison County,1
KY,Kentucky,Hart County,0
KY,Kentucky,Henderson County,0
KY,Kentucky,Henry County,4
KY,Kentucky,Hickman County,0
KY,Kentucky,Hopkins County,1
KY,Kentucky,Jackson County,0
KY,Kentucky,Jefferson County,3
KY,Kentucky,Jessamine County,0
KY,Kentucky,Johnson County,2
KY,Kentucky,Kenton County,1
KY,Kentucky,Knott County,0
KY,Kentucky,Knox County,0
KY,Kentucky,Larue County,0
KY,Kentucky,Laurel County,5
KY,Kentucky,Lawrence County,3
KY,Kentucky,Lee County,0
KY,Kentucky,Leslie County,0
KY,Kentucky,Letcher County,0
KY,Kentucky,Lewis County,1
KY,Kentucky,Lincoln County,0
KY,Kentucky,Livingston County,0
KY,Kentucky,Logan County,0
KY,Kentucky,Lyon County,0
KY,Kentucky,McCracken County,5
KY,Kentucky,McCreary County,0
KY,Kentucky,McLean County,0
KY,Kentucky,Madison County,0
KY,Kentucky,Magoffin County,0
KY,Kentucky,Marion County,0
KY,Kentucky,Marshall County,1
KY,Kentucky,Martin County,1
KY,Kentucky,Mason County,5
KY,Kentucky,Meade County,2
KY,Kentucky,Menifee County,0
KY,Kentucky,Mercer County,0
KY,Kentucky,Metcalfe County,0
KY,Kentucky,Monroe County,1
KY,Kentucky,Montgomery County,0
KY,Kentucky,Morgan County,1
KY,Kentucky,Muhlenberg County,0
KY,Kentucky,Nelson County,0
KY,Kentucky,Nicholas County,0
KY,Kentucky,Ohio County,2
KY,Kentucky,Oldham County,1
KY,Kentucky,Owen County,1
KY,Kentucky,Owsley County,0
KY,Kentucky,Pendleton County,1
KY,Kentucky,Perry County,0
KY,Kentucky,Pike County,4
KY,Kentucky,Powell County,0
KY,Kentucky,Pulaski County,0
KY,Kentucky,Robertson County,0
KY,Kentucky,Rockcastle County,2
KY,Kentucky,Rowan County,1
KY,Kentucky,Russell County,0
KY,Kentucky,Scott County,2
KY,Kentucky,Shelby County,0
KY,Kentucky,Simpson County,0
KY,Kentucky,Spencer County,1
KY,Kentucky,Taylor County,1
KY,Kentucky,Todd County,0
KY,Kentucky,Trigg County,0
KY,Kentucky,Trimble County,4
KY,Kentucky,Union County,0
KY,Kentucky,Warren County,0
KY,Kentucky,Washington County,0
KY,Kentucky,Wayne County,0
KY,Kentucky,Webster County,0
KY,Kentucky,Whitley County,3
KY,Kentucky,Wolfe County,1
KY,Kentucky,Woodford County,0
LA,Louisiana,Acadia Parish,0
LA,Louisiana,Allen Parish,0
LA,Louisiana,Ascension Parish,0
LA,Louisiana,Assumption Parish,0
LA,Louisiana,Avoyelles Parish,0
LA,Louisiana,Beauregard Parish,0
LA,Louisiana,Bienville Parish,0
LA,Louisiana,Bossier Parish,0
LA,Louisiana,Caddo Parish,0
LA,Louisiana,Calcasieu Parish,0
LA,Louisiana,Caldwell Parish,0
LA,Louisiana,Cameron Parish,0
LA,Louisiana,Catahoula Parish,0
LA,Louisiana,Claiborne Parish,0
LA,Louisiana,Concordia Parish,0
LA,Louisiana,De Soto Parish,0
LA,Louisiana,East Baton Rouge Parish,2
LA,Louisiana,East Carroll Parish,0
LA,Louisiana,East Feliciana Parish,0
LA,Louisiana,Evangeline Parish,0
LA,Louisiana,Franklin Parish,0
LA,Louisiana,Grant Parish,0
LA,Louisiana,Iberia Parish,0
LA,Louisiana,Iberville Parish,0
LA,Louisiana,Jackson Parish,0
LA,Louisiana,Jefferson Parish,1
LA,Louisiana,Jefferson Davis Parish,0
LA,Louisiana,Lafayette Parish,1
LA,Louisiana,Lafourche Parish,1
LA,Louisiana,LaSalle Parish,0
LA,Louisiana,Lincoln Parish,0
LA,Louisiana,Livingston Parish,0
LA,Louisiana,Madison Parish,0
LA,Louisiana,Morehouse Parish,0
LA,Louisiana,Natchitoches Parish,0
LA,Louisiana,Orleans Parish,3
LA,Louisiana,Ouachita Parish,0
LA,Louisiana,Plaquemines Parish,1
LA,Louisiana,Pointe Coupee Parish,0
LA,Louisiana,Rapides Parish,0
LA,Louisiana,Red River Parish,0
LA,Louisiana,Richland Parish,0
LA,Louisiana,Sabine Parish,0
LA,Louisiana,St. Bernard Parish,0
LA,Louisiana,St. Charles Parish,0
LA,Louisiana,St. Helena Parish,0
LA,Louisiana,St. James Parish,0
LA,Louisiana,St. John the Baptist Parish,0
LA,Louisiana,St. Landry Parish,1
LA,Louisiana,St. Martin Parish,0
LA,Louisiana,St. Mary Parish,0
LA,Louisiana,St. Tammany Parish,2
LA,Louisiana,Tangipahoa Parish,1
LA,Louisiana,Tensas Parish,0
LA,Louisiana,Terrebonne Parish,0
LA,Louisiana,Union Parish,1
LA,Louisiana,Vermilion Parish,0
LA,Louisiana,Vernon Parish,0
LA,Louisiana,Washington Parish,1
LA,Louisiana,Webster Parish,0
LA,Louisiana,West Baton Rouge Parish,0
LA,Louisiana,West Carroll Parish,0
LA,Louisiana,West Feliciana Parish,0
LA,Louisiana,Winn Parish,0
ME,Maine,Androscoggin County,140
ME,Maine,Aroostook County,13
ME,Maine,Cumberland County,387
ME,Maine,Franklin County,70
ME,Maine,Hancock County,321
ME,Maine,Kennebec County,264
ME,Maine,Knox County,280
ME,Maine,Lincoln County,183
ME,Maine,Oxford County,102
ME,Maine,Penobscot County,239
ME,Maine,Piscataquis County,25
ME,Maine,Sagadahoc County,124
ME,Maine,Somerset County,134
ME,Maine,Waldo County,256
ME,Maine,Washington County,73
ME,Maine,York County,331
MD,Maryland,Allegany County,153
MD,Maryland,Anne Arundel County,162
MD,Maryland,Baltimore County,414
MD,Maryland,Calvert County,52
MD,Maryland,Caroline County,16
MD,Maryland,Carroll County,228
MD,Maryland,Cecil County,104
MD,Maryland,Charles County,42
MD,Maryland,Dorchester County,9
MD,Maryland,Frederick County,220
MD,Maryland,Garrett County,87
MD,Maryland,Harford County,147
MD,Maryland,Howard County,211
MD,Maryland,Kent County,27
MD,Maryland,Montgomery County,125
MD,Maryland,Prince George's County,61
MD,Maryland,Queen Anne's County,40
MD,Maryland,St. Mary's County,65
MD,Maryland,Somerset County,10
MD,Maryland,Talbot County,11
MD,Maryland,Washington County,107
MD,Maryland,Wicomico County,29
MD,Maryland,Worcester County,30
MD,Maryland,Baltimore city,54
MA,Massachussetts,Barnstable County,774
MA,Massachussetts,Berkshire County,588
MA,Massachussetts,Bristol County,1688
MA,Massachussetts,Dukes County,337
MA,Massachussetts,Essex County,640
MA,Massachussetts,Franklin County,143
MA,Massachussetts,Hampden County,218
MA,Massachussetts,Hampshire County,260
MA,Massachussetts,Middlesex County,1348
MA,Massachussetts,Nantucket County,185
MA,Massachussetts,Norfolk County,743
MA,Massachussetts,Plymouth County,1385
MA,Massachussetts,Suffolk County,229
MA,Massachussetts,Worcester County,1144
MI,Michigan,Alcona County,9
MI,Michigan,Alger County,3
MI,Michigan,Allegan County,44
MI,Michigan,Alpena County,2
MI,Michigan,Antrim County,1
MI,Michigan,Arenac County,0
MI,Michigan,Baraga County,9
MI,Michigan,Barry County,31
MI,Michigan,Bay County,6
MI,Michigan,Benzie County,17
MI,Michigan,Berrien County,46
MI,Michigan,Branch County,2
MI,Michigan,Calhoun County,46
MI,Michigan,Cass County,17
MI,Michigan,Charlevoix County,6
MI,Michigan,Cheboygan County,0
MI,Michigan,Chippewa County,2
MI,Michigan,Clare County,3
MI,Michigan,Clinton County,1
MI,Michigan,Crawford County,0
MI,Michigan,Delta County,5
MI,Michigan,Dickinson County,61
MI,Michigan,Eaton County,12
MI,Michigan,Emmet County,6
MI,Michigan,Genesee County,7
MI,Michigan,Gladwin County,0
MI,Michigan,Gogebic County,3
MI,Michigan,Grand Traverse County,10
MI,Michigan,Gratiot County,1
MI,Michigan,Hillsdale County,4
MI,Michigan,Houghton County,13
MI,Michigan,Huron County,3
MI,Michigan,Ingham County,14
MI,Michigan,Ionia County,6
MI,Michigan,Iosco County,16
MI,Michigan,Iron County,17
MI,Michigan,Isabella County,1
MI,Michigan,Jackson County,27
MI,Michigan,Kalamazoo County,187
MI,Michigan,Kalkaska County,1
MI,Michigan,Kent County,80
MI,Michigan,Keweenaw County,2
MI,Michigan,Lake County,1
MI,Michigan,Lapeer County,3
MI,Michigan,Leelanau County,11
MI,Michigan,Lenawee County,4
MI,Michigan,Livingston County,15
MI,Michigan,Luce County,1
MI,Michigan,Mackinac County,2
MI,Michigan,Macomb County,13
MI,Michigan,Manistee County,15
MI,Michigan,Marquette County,7
MI,Michigan,Mason County,11
MI,Michigan,Mecosta County,9
MI,Michigan,Menominee County,6
MI,Michigan,Midland County,6
MI,Michigan,Missaukee County,0
MI,Michigan,Monroe County,1
MI,Michigan,Montcalm County,5
MI,Michigan,Montmorency County,0
MI,Michigan,Muskegon County,13
MI,Michigan,Newaygo County,11
MI,Michigan,Oakland County,48
MI,Michigan,Oceana County,3
MI,Michigan,Ogemaw County,0
MI,Michigan,Ontonagon County,4
MI,Michigan,Osceola County,7
MI,Michigan,Oscoda County,1
MI,Michigan,Otsego County,1
MI,Michigan,Ottawa County,34
MI,Michigan,Presque Isle County,0
MI,Michigan,Roscommon County,0
MI,Michigan,Saginaw County,3
MI,Michigan,St. Clair County,5
MI,Michigan,St. Joseph County,13
MI,Michigan,Sanilac County,1
MI,Michigan,Schoolcraft County,3
MI,Michigan,Shiawassee County,1
MI,Michigan,Tuscola County,1
MI,Michigan,Van Buren County,30
MI,Michigan,Washtenaw County,116
MI,Michigan,Wayne County,25
MI,Michigan,Wexford County,1
MN,Minnesota,Aitkin County,35
MN,Minnesota,Anoka County,190
MN,Minnesota,Becker County,36
MN,Minnesota,Beltrami County,44
MN,Minnesota,Benton County,18
MN,Minnesota,Big Stone County,0
MN,Minnesota,Blue Earth County,12
MN,Minnesota,Brown County,3
MN,Minnesota,Carlton County,46
MN,Minnesota,Carver County,29
MN,Minnesota,Cass County,86
MN,Minnesota,Chippewa County,1
MN,Minnesota,Chisago County,61
MN,Minnesota,Clay County,13
MN,Minnesota,Clearwater County,9
MN,Minnesota,Cook County,9
MN,Minnesota,Cottonwood County,1
MN,Minnesota,Crow Wing County,129
MN,Minnesota,Dakota County,160
MN,Minnesota,Dodge County,3
MN,Minnesota,Douglas County,6
MN,Minnesota,Faribault County,1
MN,Minnesota,Fillmore County,13
MN,Minnesota,Freeborn County,4
MN,Minnesota,Goodhue County,49
MN,Minnesota,Grant County,4
MN,Minnesota,Hennepin County,397
MN,Minnesota,Houston County,38
MN,Minnesota,Hubbard County,54
MN,Minnesota,Isanti County,30
MN,Minnesota,Itasca County,67
MN,Minnesota,Jackson County,0
MN,Minnesota,Kanabec County,13
MN,Minnesota,Kandiyohi County,11
MN,Minnesota,Kittson County,1
MN,Minnesota,Koochiching County,8
MN,Minnesota,Lac qui Parle County,1
MN,Minnesota,Lake County,18
MN,Minnesota,Lake of the Woods County,1
MN,Minnesota,Le Sueur County,4
MN,Minnesota,Lincoln County,0
MN,Minnesota,Lyon County,2
MN,Minnesota,McLeod County,2
MN,Minnesota,Mahnomen County,5
MN,Minnesota,Marshall County,3
MN,Minnesota,Martin County,1
MN,Minnesota,Meeker County,7
MN,Minnesota,Mille Lacs County,16
MN,Minnesota,Morrison County,38
MN,Minnesota,Mower County,8
MN,Minnesota,Murray County,0
MN,Minnesota,Nicollet County,6
MN,Minnesota,Nobles County,0
MN,Minnesota,Norman County,2
MN,Minnesota,Olmsted County,69
MN,Minnesota,Otter Tail County,42
MN,Minnesota,Pennington County,7
MN,Minnesota,Pine County,66
MN,Minnesota,Pipestone County,1
MN,Minnesota,Polk County,10
MN,Minnesota,Pope County,5
MN,Minnesota,Ramsey County,248
MN,Minnesota,Red Lake County,4
MN,Minnesota,Redwood County,1
MN,Minnesota,Renville County,0
MN,Minnesota,Rice County,19
MN,Minnesota,Rock County,0
MN,Minnesota,Roseau County,4
MN,Minnesota,St. Louis County,132
MN,Minnesota,Scott County,38
MN,Minnesota,Sherburne County,86
MN,Minnesota,Sibley County,3
MN,Minnesota,Stearns County,64
MN,Minnesota,Steele County,5
MN,Minnesota,Stevens County,0
MN,Minnesota,Swift County,1
MN,Minnesota,Todd County,15
MN,Minnesota,Traverse County,0
MN,Minnesota,Wabasha County,22
MN,Minnesota,Wadena County,15
MN,Minnesota,Waseca County,2
MN,Minnesota,Washington County,251
MN,Minnesota,Watonwan County,0
MN,Minnesota,Wilkin County,0
MN,Minnesota,Winona County,76
MN,Minnesota,Wright County,57
MN,Minnesota,Yellow Medicine County,0
MS,Mississippi,Adams County,0
MS,Mississippi,Alcorn County,0
MS,Mississippi,Amite County,0
MS,Mississippi,Attala County,0
MS,Mississippi,Benton County,0
MS,Mississippi,Bolivar County,0
MS,Mississippi,Calhoun County,0
MS,Mississippi,Carroll County,0
MS,Mississippi,Chickasaw County,0
MS,Mississippi,Choctaw County,0
MS,Mississippi,Claiborne County,0
MS,Mississippi,Clarke County,0
MS,Mississippi,Clay County,0
MS,Mississippi,Coahoma County,0
MS,Mississippi,Copiah County,0
MS,Mississippi,Covington County,0
MS,Mississippi,DeSoto County,0
MS,Mississippi,Forrest County,1
MS,Mississippi,Franklin County,0
MS,Mississippi,George County,0
MS,Mississippi,Greene County,0
MS,Mississippi,Grenada County,0
MS,Mississippi,Hancock County,0
MS,Mississippi,Harrison County,1
MS,Mississippi,Hinds County,1
MS,Mississippi,Holmes County,0
MS,Mississippi,Humphreys County,0
MS,Mississippi,Issaquena County,0
MS,Mississippi,Itawamba County,0
MS,Mississippi,Jackson County,0
MS,Mississippi,Jasper County,0
MS,Mississippi,Jefferson County,0
MS,Mississippi,Jefferson Davis County,0
MS,Mississippi,Jones County,0
MS,Mississippi,Kemper County,0
MS,Mississippi,Lafayette County,0
MS,Mississippi,Lamar County,0
MS,Mississippi,Lauderdale County,0
MS,Mississippi,Lawrence County,0
MS,Mississippi,Leake County,0
MS,Mississippi,Lee County,0
MS,Mississippi,Leflore County,0
MS,Mississippi,Lincoln County,0
MS,Mississippi,Lowndes County,0
MS,Mississippi,Madison County,0
MS,Mississippi,Marion County,0
MS,Mississippi,Marshall County,0
MS,Mississippi,Monroe County,0
MS,Mississippi,Montgomery County,0
MS,Mississippi,Neshoba County,0
MS,Mississippi,Newton County,0
MS,Mississippi,Noxubee County,0
MS,Mississippi,Oktibbeha County,0
MS,Mississippi,Panola County,0
MS,Mississippi,Pearl River County,0
MS,Mississippi,Perry County,0
MS,Mississippi,Pike County,0
MS,Mississippi,Pontotoc County,0
MS,Mississippi,Prentiss County,0
MS,Mississippi,Quitman County,0
MS,Mississippi,Rankin County,0
MS,Mississippi,Scott County,1
MS,Mississippi,Sharkey County,0
MS,Mississippi,Simpson County,0
MS,Mississippi,Smith County,0
MS,Mississippi,Stone County,0
MS,Mississippi,Sunflower County,0
MS,Mississippi,Tallahatchie County,0
MS,Mississippi,Tate County,0
MS,Mississippi,Tippah County,0
MS,Mississippi,Tishomingo County,0
MS,Mississippi,Tunica County,0
MS,Mississippi,Union County,0
MS,Mississippi,Walthall County,0
MS,Mississippi,Warren County,0
MS,Mississippi,Washington County,0
MS,Mississippi,Wayne County,0
MS,Mississippi,Webster County,0
MS,Mississippi,Wilkinson County,0
MS,Mississippi,Winston County,0
MS,Mississippi,Yalobusha County,0
MS,Mississippi,Yazoo County,0
MO,Missouri,Adair County,0
MO,Missouri,Andrew County,0
MO,Missouri,Atchison County,0
MO,Missouri,Audrain County,0
MO,Missouri,Barry County,0
MO,Missouri,Barton County,0
MO,Missouri,Bates County,0
MO,Missouri,Benton County,0
MO,Missouri,Bollinger County,0
MO,Missouri,Boone County,0
MO,Missouri,Buchanan County,1
MO,Missouri,Butler County,0
MO,Missouri,Caldwell County,0
MO,Missouri,Callaway County,0
MO,Missouri,Camden County,0
MO,Missouri,Cape Girardeau County,0
MO,Missouri,Carroll County,0
MO,Missouri,Carter County,0
MO,Missouri,Cass County,0
MO,Missouri,Cedar County,0
MO,Missouri,Chariton County,0
MO,Missouri,Christian County,1
MO,Missouri,Clark County,1
MO,Missouri,Clay County,0
MO,Missouri,Clinton County,0
MO,Missouri,Cole County,0
MO,Missouri,Cooper County,0
MO,Missouri,Crawford County,0
MO,Missouri,Dade County,0
MO,Missouri,Dallas County,0
MO,Missouri,Daviess County,0
MO,Missouri,DeKalb County,0
MO,Missouri,Dent County,0
MO,Missouri,Douglas County,0
MO,Missouri,Dunklin County,0
MO,Missouri,Franklin County,0
MO,Missouri,Gasconade County,0
MO,Missouri,Gentry County,0
MO,Missouri,Greene County,1
MO,Missouri,Grundy County,0
MO,Missouri,Harrison County,0
MO,Missouri,Henry County,0
MO,Missouri,Hickory County,0
MO,Missouri,Holt County,0
MO,Missouri,Howard County,0
MO,Missouri,Howell County,1
MO,Missouri,Iron County,0
MO,Missouri,Jackson County,2
MO,Missouri,Jasper County,0
MO,Missouri,Jefferson County,1
MO,Missouri,Johnson County,0
MO,Missouri,Knox County,0
MO,Missouri,Laclede County,0
MO,Missouri,Lafayette County,0
MO,Missouri,Lawrence County,0
MO,Missouri,Lewis County,0
MO,Missouri,Lincoln County,0
MO,Missouri,Linn County,0
MO,Missouri,Livingston County,0
MO,Missouri,McDonald County,0
MO,Missouri,Macon County,0
MO,Missouri,Madison County,0
MO,Missouri,Maries County,0
MO,Missouri,Marion County,0
MO,Missouri,Mercer County,0
MO,Missouri,Miller County,0
MO,Missouri,Mississippi County,0
MO,Missouri,Moniteau County,0
MO,Missouri,Monroe County,0
MO,Missouri,Montgomery County,0
MO,Missouri,Morgan County,0
MO,Missouri,New Madrid County,0
MO,Missouri,Newton County,0
MO,Missouri,Nodaway County,0
MO,Missouri,Oregon County,0
MO,Missouri,Osage County,0
MO,Missouri,Ozark County,0
MO,Missouri,Pemiscot County,0
MO,Missouri,Perry County,0
MO,Missouri,Pettis County,0
MO,Missouri,Phelps County,0
MO,Missouri,Pike County,0
MO,Missouri,Platte County,0
MO,Missouri,Polk County,0
MO,Missouri,Pulaski County,1
MO,Missouri,Putnam County,0
MO,Missouri,Ralls County,0
MO,Missouri,Randolph County,0
MO,Missouri,Ray County,0
MO,Missouri,Reynolds County,0
MO,Missouri,Ripley County,0
MO,Missouri,St. Charles County,0
MO,Missouri,St. Clair County,0
MO,Missouri,Ste. Genevieve County,0
MO,Missouri,St. Francois County,0
MO,Missouri,St. Louis County,6
MO,Missouri,Saline County,0
MO,Missouri,Schuyler County,1
MO,Missouri,Scotland County,0
MO,Missouri,Scott County,0
MO,Missouri,Shannon County,0
MO,Missouri,Shelby County,0
MO,Missouri,Stoddard County,0
MO,Missouri,Stone County,0
MO,Missouri,Sullivan County,0
MO,Missouri,Taney County,0
MO,Missouri,Texas County,0
MO,Missouri,Vernon County,0
MO,Missouri,Warren County,0
MO,Missouri,Washington County,0
MO,Missouri,Wayne County,0
MO,Missouri,Webster County,0
MO,Missouri,Worth County,0
MO,Missouri,Wright County,0
MO,Missouri,St. Louis city,0
MT,Montana,Beaverhead County,0
MT,Montana,Big Horn County,0
MT,Montana,Blaine County,0
MT,Montana,Broadwater County,0
MT,Montana,Carbon County,0
MT,Montana,Carter County,0
MT,Montana,Cascade County,1
MT,Montana,Chouteau County,0
MT,Montana,Custer County,1
MT,Montana,Daniels County,0
MT,Montana,Dawson County,0
MT,Montana,Deer Lodge County,0
MT,Montana,Fallon County,0
MT,Montana,Fergus County,0
MT,Montana,Flathead County,0
MT,Montana,Gallatin County,3
MT,Montana,Garfield County,0
MT,Montana,Glacier County,0
MT,Montana,Golden Valley County,0
MT,Montana,Granite County,0
MT,Montana,Hill County,0
MT,Montana,Jefferson County,0
MT,Montana,Judith Basin County,0
MT,Montana,Lake County,2
MT,Montana,Lewis and Clark County,1
MT,Montana,Liberty County,0
MT,Montana,Lincoln County,0
MT,Montana,McCone County,0
MT,Montana,Madison County,0
MT,Montana,Meagher County,0
MT,Montana,Mineral County,0
MT,Montana,Missoula County,2
MT,Montana,Musselshell County,0
MT,Montana,Park County,0
MT,Montana,Petroleum County,0
MT,Montana,Phillips County,0
MT,Montana,Pondera County,0
MT,Montana,Powder River County,0
MT,Montana,Powell County,0
MT,Montana,Prairie County,0
MT,Montana,Ravalli County,0
MT,Montana,Richland County,0
MT,Montana,Roosevelt County,0
MT,Montana,Rosebud County,0
MT,Montana,Sanders County,0
MT,Montana,Sheridan County,0
MT,Montana,Silver Bow County,0
MT,Montana,Stillwater County,0
MT,Montana,Sweet Grass County,0
MT,Montana,Teton County,0
MT,Montana,Toole County,0
MT,Montana,Treasure County,0
MT,Montana,Valley County,0
MT,Montana,Wheatland County,0
MT,Montana,Wibaux County,0
MT,Montana,Yellowstone County,1
NE,Nebraska,Adams County,0
NE,Nebraska,Antelope County,0
NE,Nebraska,Arthur County,0
NE,Nebraska,Banner County,0
NE,Nebraska,Blaine County,0
NE,Nebraska,Boone County,0
NE,Nebraska,Box Butte County,0
NE,Nebraska,Boyd County,0
NE,Nebraska,Brown County,0
NE,Nebraska,Buffalo County,0
NE,Nebraska,Burt County,0
NE,Nebraska,Butler County,0
NE,Nebraska,Cass County,0
NE,Nebraska,Cedar County,0
NE,Nebraska,Chase County,0
NE,Nebraska,Cherry County,0
NE,Nebraska,Cheyenne County,0
NE,Nebraska,Clay County,0
NE,Nebraska,Colfax County,0
NE,Nebraska,Cuming County,0
NE,Nebraska,Custer County,0
NE,Nebraska,Dakota County,0
NE,Nebraska,Dawes County,0
NE,Nebraska,Dawson County,0
NE,Nebraska,Deuel County,0
NE,Nebraska,Dixon County,0
NE,Nebraska,Dodge County,2
NE,Nebraska,Douglas County,0
NE,Nebraska,Dundy County,0
NE,Nebraska,Fillmore County,0
NE,Nebraska,Franklin County,0
NE,Nebraska,Frontier County,0
NE,Nebraska,Furnas County,0
NE,Nebraska,Gage County,0
NE,Nebraska,Garden County,0
NE,Nebraska,Garfield County,0
NE,Nebraska,Gosper County,0
